r,alcubierre,natario
0.0,1.0,1.0
0.006012024048096192,0.9999999999701644,0.9999638562200472
0.012024048096192385,0.9999999998802257,0.9998554327182372
0.018036072144288578,0.999999999728882,0.9996747530058813
0.02404809619238477,0.9999999995139426,0.9994218562590572
0.03006012024048096,0.9999999992322962,0.9990967973044523
0.036072144288577156,0.9999999988798659,0.9986996465995533
0.04208416833667335,0.9999999984515502,0.9982304902071941
0.04809619238476954,0.9999999979411491,0.9976894297644732
0.05410821643286573,0.9999999973412746,0.9970765824460573
0.06012024048096192,0.9999999966432432,0.9963920809218894
0.06613226452905811,0.999999995836951,0.9956360733093217
0.07214428857715431,0.9999999949107264,0.9948087231197001
0.0781563126252505,0.9999999938511626,0.9939102091994242
0.0841683366733467,0.9999999926429218,0.992940725665514
0.09018036072144288,0.9999999912685146,0.9919004818357167
0.09619238476953908,0.999999989708046,0.9907897021531876
0.10220440881763528,0.9999999879389283,0.9896086261057824
0.10821643286573146,0.9999999859355527,0.9883575081400033
0.11422845691382766,0.9999999836689204,0.9870366175696413
0.12024048096192384,0.9999999811062212,0.9856462384791607
0.12625250501002003,0.9999999782103597,0.9841866696218733
0.13226452905811623,0.9999999749394174,0.9826582243129561
0.13827655310621242,0.9999999712460471,0.981061230317363
0.14428857715430862,0.9999999670767863,0.9793960297326884
0.15030060120240482,0.9999999623712843,0.9776629788670412
0.156312625250501,0.9999999570614276,0.97586244811199
0.1623246492985972,0.9999999510703558,0.9739948218106422
0.1683366733466934,0.9999999443113462,0.9720604981209248
0.1743486973947896,0.9999999366865612,0.9700598888741317
0.18036072144288576,0.9999999280856304,0.9679934194288125
0.18637274549098196,0.9999999183840538,0.9658615285200691
0.19238476953907815,0.999999907441399,0.9636646681043425
0.19839679358717435,0.999999895099269,0.9614033031997585
0.20440881763527055,0.9999998811790093,0.9590779117221188
0.21042084168336672,0.9999998654791213,0.9566889843166121
0.21643286573146292,0.9999998477723462,0.9542370241853334
0.22244488977955912,0.9999998278023753,0.9517225469106918
0.22845691382765532,0.9999998052801391,0.9491460802747972
0.2344689378757515,0.9999997798796244,0.9465081640749127
0.24048096192384769,0.9999997512331542,0.9438093499350618
0.24649298597194388,0.9999997189260655,0.9410502011138865
0.25250501002004005,0.9999996824907075,0.9382312923088441
0.25851703406813625,0.9999996413996722,0.9353532094568437
0.26452905811623245,0.9999995950581597,0.9324165495314155
0.27054108216432865,0.9999995427953688,0.9294219203365113
0.27655310621242485,0.9999994838547874,0.9263699402970385
0.28256513026052105,0.9999994173832409,0.9232612382462254
0.28857715430861725,0.9999993424185439,0.9200964532099216
0.29458917835671344,0.9999992578755713,0.9168762341879374
0.30060120240480964,0.9999991625305518,0.9136012399325252
0.3066132264529058,0.9999990550033536,0.9102721387241101
0.312625250501002,0.9999989337375076,0.9068896081443764
0.3186372745490982,0.9999987969776767,0.9034543348468156
0.3246492985971944,0.999998642744249,0.899967014324848
0.3306613226452906,0.9999984688046815,0.896428350677624
0.3366733466933868,0.9999982726411863,0.8928390563736167
0.342685370741483,0.9999980514142853,0.8891998520121173
0.3486973947895792,0.9999978019217105,0.8855114660827431
0.35470941883767537,0.9999975205520519,0.8817746347230723
0.3607214428857715,0.9999972032324848,0.8779901014745155
0.3667334669338677,0.999996845369818,0.8741586170365395
0.3727454909819639,0.9999964417840106,0.8702809390193549
0.3787575150300601,0.9999959866331956,0.8663578316951817
0.3847695390781563,0.9999954733291242,0.8623900657482075
0.3907815631262525,0.9999948944418081,0.8583784180233506
0.3967935871743487,0.9999942415919812,0.8543236712739436
0.4028056112224449,0.999993505329821,0.8502266139084513
0.4088176352705411,0.9999926749981787,0.8460880397363368
0.41482965931863724,0.9999917385783383,0.8419087477131891
0.42084168336673344,0.9999906825160723,0.8376895416852274
0.42685370741482964,0.9999894915254776,0.8334312301332945
0.43286573146292584,0.9999881483677572,0.8291346259164539
0.43887775551102204,0.999986633601745,0.8248005460153017
0.44488977955911824,0.999984925302566,0.820429811275107
0.45090180360721444,0.999982998744368,0.8160232461488925
0.45691382765531063,0.9999808260425315,0.8115816784405676
0.46292585170340683,0.9999783757501919,0.8071059390482228
0.468937875751503,0.9999756124032392,0.8025968617076975
0.4749498997995992,0.9999724960072207,0.7980552827365297
0.48096192384769537,0.9999689814587363,0.7934820407783969
0.48697394789579157,0.9999650178929675,0.7888779765481545
0.49298597194388777,0.9999605479479209,0.7842439325775808
0.49899799599198397,0.9999555069347642,0.7795807529619327
0.5050100200400801,0.9999498219022871,0.7748892831074177
0.5110220440881763,0.9999434105819895,0.7701703694796852
0.5170340681362725,0.999936180198594,0.7654248593534428
0.5230460921843687,0.99992802612884,0.7606536005632938
0.5290581162324649,0.9999188303892471,0.7558574412559014
0.5350701402805611,0.9999084599310892,0.7510372296435753
0.5410821643286573,0.9998967647180547,0.7461938137593809
0.5470941883767535,0.9998835755589812,0.7413280412138631
0.5531062124248497,0.9998687016645527,0.7364407589534857
0.5591182364729459,0.9998519278929268,0.7315328130208746
0.5651302605210421,0.9998330116448497,0.7266050483169585
0.5711422845691383,0.9998116793638557,0.7216583083650985
0.5771543086172345,0.9997876225915806,0.7166934350772932
0.5831663326653307,0.9997604935219633,0.7117112685225483
0.5891783567134269,0.9997298999910962,0.7067126466974946
0.5951903807615231,0.9996953998316173,0.7016984052993389
0.6012024048096193,0.9996564945117192,0.6966693775012303
0.6072144288577154,0.9996126219689908,0.691626393730119
0.6132264529058116,0.9995631485382586,0.6865702814471911
0.6192384769539078,0.9995073598602843,0.6815018649309507
0.625250501002004,0.9994444506444101,0.6764219650630265
0.6312625250501002,0.9993735131429282,0.6713313991167761
0.6372745490981964,0.9992935241779196,0.666230980548756
0.6432865731462926,0.9992033305423985,0.6611215187931289
0.6492985971943888,0.999101632576668,0.6560038190590739
0.655310621242485,0.9989869656976772,0.6508786821312633
0.6613226452905812,0.9988576796337283,0.6457469041734707
0.6673346693386774,0.998711915088973,0.6406092765353687
0.6733466933867736,0.9985475775316621,0.6354665855625776
0.6793587174348698,0.99836230776702,0.6303196124100184
0.685370741482966,0.9981534489198569,0.625169132858627
0.6913827655310621,0.9979180094137661,0.6200159171354798
0.6973947895791583,0.9976526214930893,0.6148607297373826
0.7034068136272545,0.9973534947912155,0.6097043292579697
0.7094188376753507,0.9970163644047135,0.604547468218358
0.7154308617234468,0.9966364328881812,0.5993908929014024
0.721442885771543,0.9962083055407112,0.5942353431895899
0.7274549098196392,0.9957259183132258,0.5890815524066173
0.7334669338677354,0.9951824576288846,0.5839302471626825
0.7394789579158316,0.9945702713793632,0.5787821472035305
0.7454909819639278,0.9938807703420203,0.5736379652632826
0.751503006012024,0.9931043192619549,0.5684984069210822
0.7575150300601202,0.9922301168653331,0.5633641704615823
0.7635270541082164,0.9912460641244826,0.5582359467393042
0.7695390781563126,0.9901386201916061,0.5531144190468886
0.7755511022044088,0.9888926455695584,0.5480002629872623
0.781563126252505,0.9874912323108941,0.5428941463497389
0.7875751503006012,0.985915521349626,0.5377967289900729
0.7935871743486974,0.9841445074968364,0.53270866271448
0.7995991983967936,0.9821548331984923,0.5276305911676379
0.8056112224448898,0.9799205728925903,0.5225631497246791
0.811623246492986,0.9774130107479548,0.5175069653871838
0.8176352705410822,0.9746004157564924,0.512462656683179
0.8236472945891784,0.971447819623634,0.5074308335711506
0.8296593186372745,0.96791680469597,0.5024120973480687
0.8356713426853707,0.9639653113129265,0.49740704056142854
0.8416833667334669,0.9595474764911957,0.4924162469253043
0.8476953907815631,0.9546135187462953,0.4874402912404133
0.8537074148296593,0.9491096870926088,0.48247973931818455
0.8597194388777555,0.9429782957615707,0.477535147908824
0.8657314629258517,0.9361578697916945,0.4726070646333684
0.8717434869739479,0.9285834301414326,0.4676960279197144
0.8777555110220441,0.9201869500152489,0.4628025669426124
0.8837675350701403,0.9108980162048509,0.45792720156760774
0.8897795591182365,0.9006447298197022,0.4530704422989134
0.8957915831663327,0.8893548790619578,0.44823279023119617
0.9018036072144289,0.8769574118242416,0.4434147370052546
0.9078156312625251,0.8633842269333422,0.4386167647675673
0.9138276553106213,0.8485722889609073,0.43383934613368824
0.9198396793587175,0.8324660520199371,0.4290829441554619
0.9258517034068137,0.8150201526405405,0.4243480122920329
0.9318637274549099,0.7962023011353023,0.4196349943846198
0.937875751503006,0.7759962662408743,0.414944324635024
0.9438877755511021,0.7544048118392129,0.4102764275878401
0.9498997995991983,0.7314524110436949,0.40563171811633675
0.9559118236472945,0.7071875368046577,0.4010106014119701
0.9619238476953907,0.6816843150170466,0.3964134729774961
0.9679358717434869,0.6550433313336955,0.3918407186236422
0.9739478957915831,0.627391410726834,0.3872927144693003
0.9799599198396793,0.5988802411205005,0.3827698269451996
0.9859719438877755,0.5696837875097712,0.3782724128010189
0.9919839679358717,0.5399945352371254,0.373800819115894
0.9979959919839679,0.5100187010326183,0.3693553833122771
1.0040080160320641,0.4799706458509241,0.3649364331731015
1.0100200400801602,0.45006680148643796,0.36054428686220774
1.0160320641282565,0.42051947206455437,0.3561792529479795
1.0220440881763526,0.3915308843381446,0.3518416304301456
1.028056112224449,0.36328783528039216,0.3475317087696934
1.034068136272545,0.335957225675481,0.3432497679218479
1.0400801603206413,0.3096826832424556,0.33899607837206003
1.0460921843687374,0.28458238044838563,0.33477090117495695
1.0521042084168337,0.2607480535375118,0.3305744879961964
1.0581162324649298,0.23824514189088117,0.32640708115717426
1.0641282565130261,0.217113898917175,0.32226891368252886
1.0701402805611222,0.1973712815497326,0.3181602093503875
1.0761523046092185,0.17901340547055938,0.3140811827452977
1.0821643286573146,0.16201835464573536,0.3100320393137882
1.088176352705411,0.14634915187837735,0.3060129754224995
1.094188376753507,0.1319567262784833,0.30202417841882984
1.100200400801603,0.11878274838758408,0.2980658266940335
1.1062124248496994,0.10676223959018319,0.294138089748716
1.1122244488977955,0.09582589598015728,0.29024112826066656
1.1182364729458918,0.0859020958527749,0.28637509415496337
1.1242484969939879,0.07691858338947806,0.28254013067629974
1.1302605210420842,0.0688038386870351,0.27873637246346145
1.1362725450901803,0.06148815644864908,0.27496394562590243
1.1422845691382766,0.05490446314854353,0.27122296782235156
1.1482965931863727,0.048988906204364004,0.2675135483413944
1.154308617234469,0.043681249555497584,0.26383578818396364
1.160320641282565,0.038925108883272115,0.2601897801476816
1.1663326653306614,0.03466805722733155,0.25657560891298836
1.1723446893787575,0.03086162851497303,0.2529933511309985
1.1783567134268538,0.02746124295192294,0.2494430755130205
1.1843687374749499,0.024426074626497537,0.2459248429216805
1.1903807615230462,0.02171887825534808,0.242438706463586
1.1963927855711423,0.01930578886960943,0.23898471158347148
1.2024048096192386,0.017156105467452862,0.2355628961597595
1.2084168336673347,0.015242067263073889,0.23217329060148192
1.2144288577154307,0.013538629135155777,0.22881591794649453
1.220440881763527,0.012023241194667607,0.22549079396092872
1.2264529058116231,0.010675636017747413,0.22219792723981735
1.2324649298597194,0.009477625985704946,0.21893731930883392
1.2384769539078155,0.008412912301868875,0.21570896472708775
1.2444889779559118,0.007466906577110249,0.21251285119091193
1.250501002004008,0.006626565358762305,0.20934895963858843
1.2565130260521042,0.0058802375915697844,0.2062172643559481
1.2625250501002003,0.005217524718597711,0.2031177330827904
1.2685370741482966,0.004629152932955405,0.20005032712006135
1.2745490981963927,0.004106856959631968,0.19701500143773587
1.280561122244489,0.0036432746657726225,0.1940117047833439
1.2865731462925851,0.0032318517552434407,0.19104037979108754
1.2925851703406814,0.0028667557895858302,0.18810096309148935
1.2985971943887775,0.002542798784721994,0.18519338542152058
1.3046092184368738,0.002255367654938534,0.18231757173515056
1.31062124248497,0.0020003618080214136,0.17947344131426726
1.3166332665330662,0.001774137234290263,0.17666090787991132
1.3226452905811623,0.0015734564749292509,0.17387987970377503
1.3286573146292584,0.0013954438993662942,0.17113025971991033
1.3346693386773547,0.0012375457660015047,0.16841194563659753
1.3406813627254508,0.0010974945842463458,0.16572483004832242
1.346693386773547,0.0009732773378565394,0.16306880054781153
1.3527054108216432,0.0008631071694310046,0.16044373983807866
1.3587174348697395,0.0007653981634044375,0.15784952584443107
1.3647294589178356,0.0006787428997247518,0.15528603182639106
1.370741482965932,0.0006018924826313759,0.1527531264894833
1.376753507014028,0.0005337387785566646,0.15025067409684426
1.3827655310621243,0.00047329862424597553,0.14777853458060689
1.3887775551102204,0.0004196997908446231,0.14533656365301792
1.3947895791583167,0.0003721685120692577,0.14292461291724232
1.4008016032064128,0.0003300184048199128,0.14054252997781502
1.406813627254509,0.0002926406288543544,0.1381901585506953
1.4128256513026052,0.00025949514859071265,0.13586733857288597
1.4188376753507015,0.00023010297488538505,0.13357390631157479
